,KHIPU_ID,CREATED_BY,CREATED_ON,CHANGED_BY,CHANGED_ON,NOTES,plainnotes
175,1000085,katie,2003-07-14 15:56:12,,0000-00-00 00:00:00,"See AS127 for a listing of all ""Nazca"" khipu.","See AS127 for a listing of all ""Nazca"" khipu."
176,1000085,katie,2003-07-14 15:56:24,,0000-00-00 00:00:00,AS127 and AS128 are loosely tied together.,AS127 and AS128 are loosely tied together.
177,1000086,katie,2003-07-15 14:11:47,,0000-00-00 00:00:00,"For a complete listing of Ica quipus, see AS100.","For a complete listing of Ica quipus, see AS100."
178,1000087,katie,2003-07-15 14:31:01,,0000-00-00 00:00:00,"AS130, AS154, AS155, AS177, and AS178 were acquired by the Museum in 1907 with provenance near Lima.  For a discussion of them see Ascher and Ascher 1987:850-851.","AS130, AS154, AS155, AS177, and AS178 were acquired by the Museum in 1907 with provenance near Lima.  For a discussion of them see Ascher and Ascher 1987:850-851."
179,1000088,katie,2003-07-15 16:41:32,,0000-00-00 00:00:00,This khipu was not given a number by the Aschers but was included in the description following AS130 (pgs 850-851).,This khipu was not given a number by the Aschers but was included in the description following AS130 (pgs 850-851).
180,1000089,katie,2003-07-15 17:06:44,,0000-00-00 00:00:00,See AS097 for all Pachacamac khipus,See AS097 for all Pachacamac khipus
181,1000090,katie,2003-07-16 14:40:50,,0000-00-00 00:00:00,See AS106 for all khipu with provenance Marquez,See AS106 for all khipu with provenance Marquez
182,1000091,katie,2003-07-16 14:50:33,,0000-00-00 00:00:00,See AS106 for all khipu with provenance Marquez.,See AS106 for all khipu with provenance Marquez.
183,1000092,katie,2003-07-16 15:36:33,,0000-00-00 00:00:00,See AS097 for all Pachacamac khipus.,See AS097 for all Pachacamac khipus.
184,1000093,katie,2003-07-16 15:44:48,,0000-00-00 00:00:00,See  AS100 for all Ica khipu.,See  AS100 for all Ica khipu.
185,1000095,katie,2003-07-17 15:58:10,,0000-00-00 00:00:00,"AS069-071 were excavated by their owner, Percy Dauelsberg, in 1965.  For discussion, see AS069.","AS069-071 were excavated by their owner, Percy Dauelsberg, in 1965.  For discussion, see AS069."
186,1000096,katie,2003-07-22 20:50:59,,0000-00-00 00:00:00,"AS069-071 were excavated by their owner, Percy Dauelsberg, in 1965.  For discussion, see notes after AS069 (Ascher and Ascher 1987:490-491). ","AS069-071 were excavated by their owner, Percy Dauelsberg, in 1965.  For discussion, see notes after AS069 (Ascher and Ascher 1987:490-491). "
187,1000098,katie,2003-07-29 20:20:18,,0000-00-00 00:00:00,"Cultural Affiliation given as ""Nazca, early?"" by the Peabody Museum.","Cultural Affiliation given as ""Nazca, early?"" by the Peabody Museum."
188,1000099,katie,2003-07-29 20:22:48,,0000-00-00 00:00:00,"Cultural Affiliation ""Inca? early nazca?"" and in remarks, ""Orig says 'early nazca' 'prob. made up' from Peabody Museum.","Cultural Affiliation ""Inca? early nazca?"" and in remarks, ""Orig says 'early nazca' 'prob. made up' from Peabody Museum."
189,1000363,cbrezine,1970-02-05 09:11:04,,0000-00-00 00:00:00,Knots are extremely difficult to read  (Urton).  ,Knots are extremely difficult to read  (Urton).  
190,1000105,katie,2003-07-31 20:09:55,,0000-00-00 00:00:00,This khipu is part of a collection of 7 connected khipus (AS033A-G) all with the same museum number.,This khipu is part of a collection of 7 connected khipus (AS033A-G) all with the same museum number.
191,1000106,katie,2003-07-31 20:10:01,,0000-00-00 00:00:00,This khipu is part of a collection of 7 connected khipus (AS033A-G) all with the same museum number.,This khipu is part of a collection of 7 connected khipus (AS033A-G) all with the same museum number.
192,1000107,katie,2003-07-31 20:10:07,,0000-00-00 00:00:00,This khipu is part of a collection of 7 connected khipus (AS033A-G) all with the same museum number.,This khipu is part of a collection of 7 connected khipus (AS033A-G) all with the same museum number.
193,1000108,katie,2003-07-31 20:10:14,,0000-00-00 00:00:00,This khipu is part of a collection of 7 connected khipus (AS033A-G) all with the same museum number.,This khipu is part of a collection of 7 connected khipus (AS033A-G) all with the same museum number.
194,1000109,katie,2003-07-31 20:10:19,,0000-00-00 00:00:00,This khipu is part of a collection of 7 connected khipus (AS033A-G) all with the same museum number.,This khipu is part of a collection of 7 connected khipus (AS033A-G) all with the same museum number.
195,1000110,katie,2003-07-31 20:10:25,,0000-00-00 00:00:00,This khipu is part of a collection of 7 connected khipus (AS033A-G) all with the same museum number.,This khipu is part of a collection of 7 connected khipus (AS033A-G) all with the same museum number.
196,1000111,katie,2003-07-31 20:10:31,,0000-00-00 00:00:00,This khipu is part of a collection of 7 connected khipus (AS033A-G) all with the same museum number.,This khipu is part of a collection of 7 connected khipus (AS033A-G) all with the same museum number.
197,1000112,katie,2003-08-01 14:38:39,,0000-00-00 00:00:00,This quipu was acquired by the Museum in 1899 with provenance Chuquitanta.,This quipu was acquired by the Museum in 1899 with provenance Chuquitanta.
198,1000113,katie,2003-08-01 14:46:49,,0000-00-00 00:00:00,See AS100 for listing of all Ica khipus.,See AS100 for listing of all Ica khipus.
199,1000114,katie,2003-08-01 15:18:29,,0000-00-00 00:00:00,See AS097 for a listing of all Pachacamac khipus.,See AS097 for a listing of all Pachacamac khipus.
200,1000115,katie,2003-08-01 15:33:08,,0000-00-00 00:00:00,Attached to wooden bar.,Attached to wooden bar.
201,1000116,katie,2003-08-01 18:30:48,,0000-00-00 00:00:00,See AS100 for a listing of Ica khipus,See AS100 for a listing of Ica khipus
202,1000117,katie,2003-08-01 18:45:30,,0000-00-00 00:00:00,See AS100 for other Ica khipus,See AS100 for other Ica khipus
203,1000118,katie,2003-08-01 19:01:33,,0000-00-00 00:00:00,See AS100 for full listing of Ica khipus.,See AS100 for full listing of Ica khipus.
204,1000119,katie,2003-08-01 19:46:45,,0000-00-00 00:00:00,See AS097 for a complete listing of all Pachacamac khipus,See AS097 for a complete listing of all Pachacamac khipus
205,1000120,katie,2003-08-01 20:40:39,,0000-00-00 00:00:00,See AS097 for a complete listing of all Pachacamac khipus.,See AS097 for a complete listing of all Pachacamac khipus.
206,1000121,katie,2003-08-04 14:33:15,,0000-00-00 00:00:00,See AS100 for all Ica quipus,See AS100 for all Ica quipus
207,1000121,katie,2003-08-04 14:42:03,,0000-00-00 00:00:00,The knots," on this khipu appeared to be ""top justified"" rather than the normal ""bottom justified"" (ie the first knot, whether tens or ones, appears at roughly 5.5 cm).  This does not affect any of the values."
208,1000122,katie,2003-08-04 16:12:46,,0000-00-00 00:00:00,AS147-149 are associated in that they are designated with the same Museum number.  They were acquired by the Museum in 1907 with provenance Ocucaje.  ,AS147-149 are associated in that they are designated with the same Museum number.  They were acquired by the Museum in 1907 with provenance Ocucaje.  
209,1000125,katie,2003-08-04 19:20:13,,0000-00-00 00:00:00,See AS100 for all Ica khipus,See AS100 for all Ica khipus
210,1000126,katie,2003-08-04 20:05:41,,0000-00-00 00:00:00,See AS097 for all Pachacamac quipus,See AS097 for all Pachacamac quipus
211,1000127,katie,2003-08-04 20:43:19,,0000-00-00 00:00:00,See AS100 for all Ica khipus,See AS100 for all Ica khipus
212,1000129,katie,2003-08-05 15:23:22,,0000-00-00 00:00:00,"See AS130 for a discussion of all ""near Lima"" khipus.","See AS130 for a discussion of all ""near Lima"" khipus."
213,1000130,katie,2003-08-05 15:27:19,,0000-00-00 00:00:00,"See AS130 for a discussion of all ""near Lima"" khipus.","See AS130 for a discussion of all ""near Lima"" khipus."
214,1000131,katie,2003-08-05 15:33:41,,0000-00-00 00:00:00,See AS097 for all Pachacamac khipus.,See AS097 for all Pachacamac khipus.
215,1000133,katie,2003-08-05 16:43:46,,0000-00-00 00:00:00,See AS097 for all Pachacamac khipus,See AS097 for all Pachacamac khipus
216,1000134,katie,2003-08-05 16:52:19,,0000-00-00 00:00:00,See AS100 for all Ica khipus,See AS100 for all Ica khipus
217,1000135,katie,2003-08-05 16:59:57,,0000-00-00 00:00:00,See AS100 for all Ica quipu.,See AS100 for all Ica quipu.
218,1000136,katie,2003-08-05 17:00:42,,0000-00-00 00:00:00,See AS100 for all Ica quipu,See AS100 for all Ica quipu
219,1000136,katie,2003-08-05 17:08:02,,0000-00-00 00:00:00,This pendants cords 1-5 correspond to the original 17-21 of khipu AS162.,This pendants cords 1-5 correspond to the original 17-21 of khipu AS162.
220,1000135,katie,2003-08-05 17:09:57,,0000-00-00 00:00:00,"While all s and L knots are Z knots, the E knots are noted as both S and Z but no which is which so they have been left ""unknown"". ","While all s and L knots are Z knots, the E knots are noted as both S and Z but no which is which so they have been left ""unknown"". "
221,1000137,katie,2003-08-05 17:25:59,,0000-00-00 00:00:00,See AS097 for all Pachacamac khipus,See AS097 for all Pachacamac khipus
222,1000138,katie,2003-08-05 18:20:34,,0000-00-00 00:00:00,See AS100 for all Ica khipu.,See AS100 for all Ica khipu.
223,1000138,katie,2003-08-05 18:21:42,,0000-00-00 00:00:00,"The positioning of knots appears to be ""top justified"" rather than the usual ""bottom justified,"" however this does not affect the values of any of the cords.","The positioning of knots appears to be ""top justified"" rather than the usual ""bottom justified,"" however this does not affect the values of any of the cords."
224,1000139,katie,2003-08-05 18:48:21,,0000-00-00 00:00:00,See AS097 for all Pachacamac khipus.,See AS097 for all Pachacamac khipus.
225,1000140,katie,2003-08-05 19:08:04,,0000-00-00 00:00:00,See AS100 for all Ica khipu,See AS100 for all Ica khipu
226,1000141,katie,2003-08-06 17:10:27,,0000-00-00 00:00:00,See AS097 for all Pachacamac khipus.,See AS097 for all Pachacamac khipus.
227,1000144,katie,2003-08-06 18:28:39,,0000-00-00 00:00:00,See AS097 for all Pachacamac quipus,See AS097 for all Pachacamac quipus
228,1000145,katie,2003-08-06 20:21:57,,0000-00-00 00:00:00,See AS100 for all Ica khipus,See AS100 for all Ica khipus
229,1000146,katie,2003-08-06 20:35:52,,0000-00-00 00:00:00,See AS097 for all Pachacamac khipus,See AS097 for all Pachacamac khipus
230,1000147,katie,2003-08-07 13:23:23,,0000-00-00 00:00:00,See AS097 for all Pachacamac khipus.,See AS097 for all Pachacamac khipus.
231,1000149,katie,2003-08-08 14:42:36,,0000-00-00 00:00:00,See AS130 for all 'near Lima' khipus.,See AS130 for all 'near Lima' khipus.
232,1000150,katie,2003-08-08 14:54:54,,0000-00-00 00:00:00,See AS130 for all 'near Lima' khipus.,See AS130 for all 'near Lima' khipus.
233,1000151,katie,2003-08-08 15:27:24,,0000-00-00 00:00:00,See AS100 for all Ica khipu.,See AS100 for all Ica khipu.
234,1000152,katie,2003-08-08 15:53:57,,0000-00-00 00:00:00,See AS100 for all Ica khipus,See AS100 for all Ica khipus
235,1000155,katie,2003-08-08 19:58:40,,0000-00-00 00:00:00,"See pg 1111, associated with AS182-AS186 (tied together)","See pg 1111, associated with AS182-AS186 (tied together)"
236,1000160,katie,2003-08-11 14:02:56,,0000-00-00 00:00:00,See AS097 for all Pachacamac khipus.,See AS097 for all Pachacamac khipus.
237,1000160,katie,2003-08-11 14:03:44,,0000-00-00 00:00:00,AS187-189 were acquired together as part of the contents of a wicker basket.  A further description of the basket and contents can be found in Ascher and Ascher 1987:1123.,AS187-189 were acquired together as part of the contents of a wicker basket.  A further description of the basket and contents can be found in Ascher and Ascher 1987:1123.
238,1000161,katie,2003-08-11 14:07:51,,0000-00-00 00:00:00,See AS187 for notes.,See AS187 for notes.
239,1000161,katie,2003-08-11 14:08:04,,0000-00-00 00:00:00,See AS097 for all Pachacamac khipus.,See AS097 for all Pachacamac khipus.
240,1000162,katie,2003-08-11 14:22:33,,0000-00-00 00:00:00,See AS097 for all Pachacamac khipus.,See AS097 for all Pachacamac khipus.
241,1000165,katie,2003-08-11 16:42:01,,0000-00-00 00:00:00,"The Museum acquired the quipu from Mrs Elsie McDougall in 1962.  The acquisition included an associated basket.  The provenance is ""probably Central Coast Late Period"".","The Museum acquired the quipu from Mrs Elsie McDougall in 1962.  The acquisition included an associated basket.  The provenance is ""probably Central Coast Late Period""."
242,1000168,leah,2003-10-07 15:36:39,,0000-00-00 00:00:00,1. All 3 pendant cords have the same color (W) and the same value (23).,1. All 3 pendant cords have the same color (W) and the same value (23).
243,1000169,leah,2003-10-07 15:50:11,,0000-00-00 00:00:00,1. The Museum records the provence as Hacienda Ullujalla y Callengo.  All of the quipos AS051-056 have the same attribution.,1. The Museum records the provence as Hacienda Ullujalla y Callengo.  All of the quipos AS051-056 have the same attribution.
244,1000169,leah,2003-10-07 15:50:46,,0000-00-00 00:00:00,"2. By spacing, there are 2 group of 10 pendants each.  All but the last pendant are W.","2. By spacing, there are 2 group of 10 pendants each.  All but the last pendant are W."
245,1000169,leah,2003-10-07 15:51:48,,0000-00-00 00:00:00,"3. With the exception of the last pendant (which contains 1s know in a peculiar position), all values are 0-4.","3. With the exception of the last pendant (which contains 1s know in a peculiar position), all values are 0-4."
246,1000170,leah,2003-10-07 16:31:41,,0000-00-00 00:00:00,1. The Museum records the provenance as Hacienda Ullujalla y Callengo.  All of the quipus AS051-AS056 have the same attribution.,1. The Museum records the provenance as Hacienda Ullujalla y Callengo.  All of the quipus AS051-AS056 have the same attribution.
247,1000170,leah,2003-10-07 16:32:45,,0000-00-00 00:00:00,"2. By spacing, there are 4 groups of 5 pendants each.  The first two groups contain all B pendants and the last two groups contain all W pendants.","2. By spacing, there are 4 groups of 5 pendants each.  The first two groups contain all B pendants and the last two groups contain all W pendants."
248,1000170,leah,2003-10-07 16:33:09,,0000-00-00 00:00:00,"3. All pendant values are 0,1,2.","3. All pendant values are 0,1,2."
249,1000170,leah,2003-10-07 16:34:47,,0000-00-00 00:00:00,"4. One or 2 subsidiaries appear on 19 of the 20 pendants.  In all, there are 29 subsidiaries with values 0,1,2, or 4.  With one exception, if there is only 1 subsidiary, it is colored RG.  If there are 2, one is RG, and the other is B or W.",
250,1000170,leah,2003-10-07 16:35:48,,0000-00-00 00:00:00,"5. The 49 pendants and subsidiaries contain only values 0,1,2,4.  If subsidiary values and pendant values are added, the values of the positions are 0,1,2,3,4,8.","5. The 49 pendants and subsidiaries contain only values 0,1,2,4.  If subsidiary values and pendant values are added, the values of the positions are 0,1,2,3,4,8."
251,1000171,leah,2003-10-09 15:50:45,,0000-00-00 00:00:00,1. This quipu is associated with AS059-AS067.  See discussion under AS059.,1. This quipu is associated with AS059-AS067.  See discussion under AS059.
252,1000171,leah,2003-10-09 15:52:05,,0000-00-00 00:00:00,"2. Groups are set off by spacing and color.  There are 4 groups of 3, 4, 4, 4 pendants by spacing.  In group 1 all pendants are colored YB; the first 2 in group 2 are YB:W and the next 2W; all pendants in groups 3 and 4 are colored W.","2. Groups are set off by spacing and color.  There are 4 groups of 3, 4, 4, 4 pendants by spacing.  In group 1 all pendants are colored YB; the first 2 in group 2 are YB:W and the next 2W; all pendants in groups 3 and 4 are colored W."
253,1000171,leah,2003-10-09 15:52:26,,0000-00-00 00:00:00,3. All pendant values are 1-8.,3. All pendant values are 1-8.
254,1000172,leah,2003-10-09 17:12:04,,0000-00-00 00:00:00,1. AS074-AS080 are associated.  See AS074 for discussion.,1. AS074-AS080 are associated.  See AS074 for discussion.
255,1000172,leah,2003-10-09 17:12:53,,0000-00-00 00:00:00,"2. Each pendant on the quipu contains only one knot cluster (either long knots or a figure eight knot).  The values, however, range from 0 to 10.","2. Each pendant on the quipu contains only one knot cluster (either long knots or a figure eight knot).  The values, however, range from 0 to 10."
256,1000172,leah,2003-10-09 17:13:43,,0000-00-00 00:00:00,"3. By spacing there are 7 groups.  Although the number of pendants per group range from 3 to 6, each group conatins 3 consecutive pendants colored W, AB, W.","3. By spacing there are 7 groups.  Although the number of pendants per group range from 3 to 6, each group conatins 3 consecutive pendants colored W, AB, W."
257,1000172,leah,2003-10-09 17:15:54,,0000-00-00 00:00:00,"4. Considering only the three positions with the same color pattern, for all positions within each group, the following relations hold:",
258,1000173,leah,2003-10-09 17:40:29,,0000-00-00 00:00:00,"1. By spacing, this quipu has 2 groups of 4 pendants each.  The first group is subdivided by color into 2MB, 2W and the second group is all one color.","1. By spacing, this quipu has 2 groups of 4 pendants each.  The first group is subdivided by color into 2MB, 2W and the second group is all one color."
259,1000173,leah,2003-10-09 17:40:51,,0000-00-00 00:00:00,2. All values on the quipu are between 7 and 13.,2. All values on the quipu are between 7 and 13.
260,1000173,leah,2003-10-09 17:45:02,,0000-00-00 00:00:00,"3. This quipu, along with AS060-AS067, was found with a cloth bag at Chala.  Dorothy Menzl, one of the excavators at Chala, deposited the bag and its contents with Oscar Nunez del Prado in Cuzco.  Also in the collection were a set of 13 prepared black pendants tied together, a set of 48 prepared black pendants tied together with a fragment of a broken quipu, and several individual broken pendants tied together.  This collection is also discussed in Knot Records in Ancient and Modern Peru, C. J. Mackey, University of California, Berkeley, Ph.D. theses, 1970, Chapter 4, pp. 83-99.  Details of portions of AS061 and AS067 are further described by the author on pp. 259-262.","3. This quipu, along with AS060-AS067, was found with a cloth bag at Chala.  Dorothy Menzl, one of the excavators at Chala, deposited the bag and its contents with Oscar Nunez del Prado in Cuzco.  Also in the collection were a set of 13 prepared black pendants tied together, a set of 48 prepared black pendants tied together with a fragment of a broken quipu, and several individual broken pendants tied together.  This collection is also discussed in Knot Records in Ancient and Modern Peru, C. J. Mackey, University of California, Berkeley, Ph.D. theses, 1970, Chapter 4, pp. 83-99.  Details of portions of AS061 and AS067 are further described by the author on pp. 259-262."
261,1000173,leah,2003-10-09 17:46:10,,0000-00-00 00:00:00,"4. There is some similaritiy of colors used in this collection of quipus but no one color is very distinctive.  For example, KB appears on AS062-AS066 and MB appears on AS059 and AS065-AS066.","4. There is some similaritiy of colors used in this collection of quipus but no one color is very distinctive.  For example, KB appears on AS062-AS066 and MB appears on AS059 and AS065-AS066."
262,1000173,leah,2003-10-09 17:47:56,,0000-00-00 00:00:00,"5. Top cords appear on AS066 and AS067.  In AS066, both common forms of top cords are used-those uniting pendant cords and those attached to the main cord.  In AS067, the only form used is attachment to the main cord.  Both quipus have thes top cords centered within groups of 8 pendants.","5. Top cords appear on AS066 and AS067.  In AS066, both common forms of top cords are used-those uniting pendant cords and those attached to the main cord.  In AS067, the only form used is attachment to the main cord.  Both quipus have thes top cords centered within groups of 8 pendants."
263,1000173,leah,2003-10-09 17:48:30,,0000-00-00 00:00:00,"6. AS063, AS064, AS066, and AS067 all have twisted end of the main cord knotted.","6. AS063, AS064, AS066, and AS067 all have twisted end of the main cord knotted."
264,1000173,leah,2003-10-09 17:49:46,,0000-00-00 00:00:00,7. Several of the quipus in this collection have restricted values.  AS059 has values 7-13; AS060 has values 1-8; AS061 has values less than 7; AS062 has vallues 6-15; and AS064 has values 0-10.,7. Several of the quipus in this collection have restricted values.  AS059 has values 7-13; AS060 has values 1-8; AS061 has values less than 7; AS062 has vallues 6-15; and AS064 has values 0-10.
265,1000173,leah,2003-10-09 17:52:22,,0000-00-00 00:00:00,"8. Most of the quipus in this collection have groups that are set off by spacing and color (AS059-AS061, AS065-AS067).  However, three of the quipus also have groups subdivided in half by color.  On AS059, the first group of 4 pendants is 2MB, 2W and the second is all W; on AS060 the second group os 4 pendants is 2YB:W, 2W and the third is all W; and on AS066 some groups are 4 pendants of one color, followed by 4 of another color, while the rest are 8 of one color.","8. Most of the quipus in this collection have groups that are set off by spacing and color (AS059-AS061, AS065-AS067).  However, three of the quipus also have groups subdivided in half by color.  On AS059, the first group of 4 pendants is 2MB, 2W and the second is all W; on AS060 the second group os 4 pendants is 2YB:W, 2W and the third is all W; and on AS066 some groups are 4 pendants of one color, followed by 4 of another color, while the rest are 8 of one color."
266,1000174,leah,2003-10-14 14:48:40,,0000-00-00 00:00:00,1. This quipu is in ver poor condition.  No color can be identified.,1. This quipu is in ver poor condition.  No color can be identified.
267,1000174,leah,2003-10-14 14:49:03,,0000-00-00 00:00:00,2. AS072 and AS073 are associated.  See AS072 for discussion.,2. AS072 and AS073 are associated.  See AS072 for discussion.
268,1000174,leah,2003-10-14 14:49:26,,0000-00-00 00:00:00,"3. By spacing, AS073 consists of 5 groups of 5 pendants each.","3. By spacing, AS073 consists of 5 groups of 5 pendants each."
269,1000175,leah,2003-10-14 15:35:50,,0000-00-00 00:00:00,1. The Museum records the provence as Hacienda Ullujalla y Callengo.  All of the quipus AS051-AS056 have the same attribution.,1. The Museum records the provence as Hacienda Ullujalla y Callengo.  All of the quipus AS051-AS056 have the same attribution.
270,1000175,leah,2003-10-14 15:36:20,,0000-00-00 00:00:00,2. All subsidiaries are colored CB.,2. All subsidiaries are colored CB.
271,1000175,leah,2003-10-14 15:36:49,,0000-00-00 00:00:00,3. All subsidiary values are less than 400; all pendant values are greater than 620.,3. All subsidiary values are less than 400; all pendant values are greater than 620.
272,1000175,leah,2003-10-14 15:42:21,,0000-00-00 00:00:00,"4. Assuming that the missing digits on the broken cords (P2 and P3s1) are zeroes, the following relationships exist between the values:",
273,1000176,leah,2003-10-14 16:27:19,,0000-00-00 00:00:00,1. The pendant is not attached to the main cord in the usual way.,1. The pendant is not attached to the main cord in the usual way.
274,1000176,leah,2003-10-14 16:29:26,,0000-00-00 00:00:00,"2. By spacing, there are 9 groups of 5,5,4,4,4,4,5,4,3 pendants.  However, within each group there is the same basic color pattern of W, B:W, B:W, W.  The variations from this are: group 1 has an additional first pendant with a different attachment and peculiarly places s knots; groups 2 and 7 have an additional pendant colored B following the first W pendant; and group 9 is lacking the final W pendant.","2. By spacing, there are 9 groups of 5,5,4,4,4,4,5,4,3 pendants.  However, within each group there is the same basic color pattern of W, B:W, B:W, W.  The variations from this are: group 1 has an additional first pendant with a different attachment and peculiarly places s knots; groups 2 and 7 have an additional pendant colored B following the first W pendant; and group 9 is lacking the final W pendant."
275,1000176,leah,2003-10-14 16:29:55,,0000-00-00 00:00:00,"With the exception of the peculiar first pendant, all pendant values are 0, 1, 2, or 3.","With the exception of the peculiar first pendant, all pendant values are 0, 1, 2, or 3."
276,1000177,leah,2003-10-14 18:03:08,,0000-00-00 00:00:00,1. This quipu is associated with quipus AS059-AS067.  See discussion under AS059.,1. This quipu is associated with quipus AS059-AS067.  See discussion under AS059.
277,1000177,leah,2003-10-14 18:04:23,,0000-00-00 00:00:00,2. All pendants are colored B:W.  Each has a value 7 or less and each has a subsidiary colored MB whose value is 1 or 2.,2. All pendants are colored B:W.  Each has a value 7 or less and each has a subsidiary colored MB whose value is 1 or 2.
278,1000177,leah,2003-10-14 18:05:23,,0000-00-00 00:00:00,"3. The top cord is the color of the pendant cords, and its value is the sum of the pendant values.  The subsidiary is the color of the subsidiaries on the pendants, and its value is the sum of the subsidiary values.","3. The top cord is the color of the pendant cords, and its value is the sum of the pendant values.  The subsidiary is the color of the subsidiaries on the pendants, and its value is the sum of the subsidiary values."
279,1000178,leah,2003-10-20 20:22:46,,0000-00-00 00:00:00,1. Construction note [on pendant 6]: At 27.0 cm. there is a knot on this subsidiary.  Pendant 6 is slipped though the knot.,1. Construction note [on pendant 6]: At 27.0 cm. there is a knot on this subsidiary.  Pendant 6 is slipped though the knot.
280,1000178,leah,2003-10-20 20:23:20,,0000-00-00 00:00:00,2. This quipu is associated with quipus AS059-AS067.  See discussion under AS059.,2. This quipu is associated with quipus AS059-AS067.  See discussion under AS059.
281,1000178,leah,2003-10-20 20:24:33,,0000-00-00 00:00:00,"3. By spacing, there are 8 groups.  Each group has 2 pendants with one subsidiary on each pendant.  With the exception of one subsidiary, all groups have the same color pattern: W sub KB, KB sub W.  ","3. By spacing, there are 8 groups.  Each group has 2 pendants with one subsidiary on each pendant.  With the exception of one subsidiary, all groups have the same color pattern: W sub KB, KB sub W.  "
282,1000178,leah,2003-10-20 20:27:39,,0000-00-00 00:00:00,"4. With the exception of one blank pendant (P1 in group 5), and one broken pendant of unknown value (P2 in group 6), for all groups: 6 </= P1 </= 9; 6 </= P1 + P1s1 </= 10; 10 </= P2 </= 15; 14 </= P2 + P2s1 </= 20; 23 </= P1 + P1s1 + P2 + P2s2 </= 29","4. With the exception of one blank pendant (P1 in group 5), and one broken pendant of unknown value (P2 in group 6), for all groups: 6 </= P1 </= 9; 6 </= P1 + P1s1 </= 10; 10 </= P2 </= 15; 14 </= P2 + P2s1 </= 20; 23 </= P1 + P1s1 + P2 + P2s2 </= 29"
283,1000178,leah,2003-10-20 20:28:01,,0000-00-00 00:00:00,5. Double long knots appear on 4 of the 8 white subsidiaries.,5. Double long knots appear on 4 of the 8 white subsidiaries.
284,1000179,leah,2003-10-21 15:43:25,,0000-00-00 00:00:00,1. Construction note: Start of main cord is turned back and inserted between strands to form a closed loop of 1.0 cm.,1. Construction note: Start of main cord is turned back and inserted between strands to form a closed loop of 1.0 cm.
285,1000179,leah,2003-10-21 15:44:27,,0000-00-00 00:00:00,2. The Museum records the provence as Hacienda Ullujalla y Callengo.  All of the quipus AS051-AS056 have the same attribution.,2. The Museum records the provence as Hacienda Ullujalla y Callengo.  All of the quipus AS051-AS056 have the same attribution.
286,1000179,leah,2003-10-21 15:45:09,,0000-00-00 00:00:00,3. Pendant 1 and all 4 subsidiaries are made of wooly animal hair rather than cotton.  All subsidiaries are the same color.,3. Pendant 1 and all 4 subsidiaries are made of wooly animal hair rather than cotton.  All subsidiaries are the same color.
287,1000179,leah,2003-10-21 15:46:38,,0000-00-00 00:00:00,"4. There are 4 groups of 2, 5, 9, 5 pendants by spacing.  Group 3 has all pendants of one color.  Groups 2 and 4 have the same number of pendants, the same color pendants in positions 1 (YB) and positions 4 (DB-YB), and the same value (430) in the last position.","4. There are 4 groups of 2, 5, 9, 5 pendants by spacing.  Group 3 has all pendants of one color.  Groups 2 and 4 have the same number of pendants, the same color pendants in positions 1 (YB) and positions 4 (DB-YB), and the same value (430) in the last position."
288,1000179,leah,2003-10-21 15:47:47,,0000-00-00 00:00:00,"5. Long knots appear only on 2 subsidiaries.  On all other cords, only s knots are used.  Values have, therefore, been interpreted depending on placement of knots with the assumption that the lowest position is units.","5. Long knots appear only on 2 subsidiaries.  On all other cords, only s knots are used.  Values have, therefore, been interpreted depending on placement of knots with the assumption that the lowest position is units."
289,1000180,leah,2003-10-21 16:57:42,,0000-00-00 00:00:00,1. Construction note: MB is joined to W at 7 cm. consistantly.,1. Construction note: MB is joined to W at 7 cm. consistantly.
290,1000180,leah,2003-10-21 16:58:42,,0000-00-00 00:00:00,2. No numbers or subsidiaries appear on the last 41 pendants which are separated from the first 44 pendants by the knot on the main cord.,2. No numbers or subsidiaries appear on the last 41 pendants which are separated from the first 44 pendants by the knot on the main cord.
291,1000180,leah,2003-10-21 16:59:23,,0000-00-00 00:00:00,"3. Grouping is by color: groups 1, 2, 3 are MB, MB/W, W respectively, and this is repeated in groups 4, 5, 6.","3. Grouping is by color: groups 1, 2, 3 are MB, MB/W, W respectively, and this is repeated in groups 4, 5, 6."
292,1000181,leah,2003-10-24 20:16:08,,0000-00-00 00:00:00,"1. Spaces appear between pendants 10 and 11 and between pendants 11 and 12.  Therefore, the group of the 5 pendants numbered 8 through 12 probably originally had 7 pendants.","1. Spaces appear between pendants 10 and 11 and between pendants 11 and 12.  Therefore, the group of the 5 pendants numbered 8 through 12 probably originally had 7 pendants."
293,1000181,leah,2003-10-24 20:16:37,,0000-00-00 00:00:00,2. Space appears between pendants 15 and 16.  This group probably had 7 pendants.,2. Space appears between pendants 15 and 16.  This group probably had 7 pendants.
294,1000181,leah,2003-10-24 20:16:59,,0000-00-00 00:00:00,3. Space appears between pendants 197 and 198.  This group probably had 7 pendants.,3. Space appears between pendants 197 and 198.  This group probably had 7 pendants.
